timestamps,X,Y,Z
1741743556.139,0.331,0.145,-0.939
1741743556.139,0.329,0.147,-0.940
1741743556.139,0.335,0.147,-0.939
1741743556.199,0.330,0.143,-0.941
1741743556.199,0.336,0.143,-0.941
1741743556.199,0.332,0.144,-0.939
1741743556.263,0.329,0.150,-0.941
1741743556.263,0.331,0.143,-0.939
1741743556.263,0.330,0.145,-0.945
1741743556.319,0.332,0.149,-0.940
1741743556.319,0.330,0.151,-0.946
1741743556.319,0.334,0.144,-0.940
1741743556.379,0.329,0.148,-0.942
1741743556.379,0.332,0.148,-0.942
1741743556.379,0.336,0.145,-0.942
1741743556.424,0.334,0.145,-0.944
1741743556.424,0.332,0.144,-0.942
1741743556.424,0.331,0.144,-0.940
1741743556.484,0.338,0.143,-0.938
1741743556.484,0.335,0.150,-0.938
1741743556.484,0.333,0.142,-0.941
1741743556.546,0.333,0.149,-0.943
1741743556.546,0.332,0.146,-0.943
1741743556.546,0.331,0.146,-0.939
1741743556.591,0.328,0.146,-0.939
1741743556.591,0.333,0.146,-0.939
1741743556.591,0.334,0.145,-0.938
1741743556.649,0.332,0.144,-0.940
1741743556.649,0.331,0.147,-0.942
1741743556.649,0.334,0.145,-0.940
1741743556.709,0.333,0.147,-0.941
1741743556.709,0.335,0.144,-0.943
1741743556.709,0.330,0.150,-0.943
1741743556.770,0.334,0.146,-0.938
1741743556.770,0.335,0.150,-0.939
1741743556.770,0.330,0.146,-0.943
1741743556.830,0.331,0.145,-0.938
1741743556.830,0.332,0.145,-0.945
1741743556.830,0.331,0.146,-0.943
1741743556.877,0.332,0.149,-0.946
1741743556.877,0.331,0.148,-0.943
1741743556.877,0.333,0.149,-0.936
1741743556.934,0.331,0.146,-0.938
1741743556.934,0.333,0.148,-0.943
1741743556.934,0.333,0.142,-0.942
1741743556.994,0.332,0.149,-0.942
1741743556.994,0.333,0.144,-0.943
1741743556.994,0.327,0.146,-0.942
1741743557.055,0.330,0.147,-0.938
1741743557.055,0.336,0.147,-0.941
1741743557.055,0.333,0.144,-0.941
1741743557.103,0.333,0.146,-0.941
1741743557.103,0.333,0.146,-0.942
1741743557.103,0.335,0.148,-0.940
1741743557.159,0.331,0.143,-0.936
1741743557.159,0.336,0.151,-0.940
1741743557.159,0.330,0.147,-0.941
1741743557.219,0.333,0.144,-0.939
1741743557.219,0.332,0.144,-0.941
1741743557.219,0.332,0.147,-0.939
1741743557.280,0.331,0.144,-0.942
1741743557.280,0.333,0.147,-0.942
1741743557.280,0.331,0.146,-0.942
1741743557.339,0.332,0.145,-0.945
1741743557.339,0.328,0.149,-0.940
1741743557.339,0.332,0.146,-0.943
1741743557.387,0.328,0.147,-0.939
1741743557.387,0.333,0.145,-0.945
1741743557.387,0.328,0.142,-0.940
1741743557.444,0.334,0.145,-0.938
1741743557.444,0.331,0.149,-0.942
1741743557.444,0.333,0.147,-0.941
1741743557.503,0.332,0.145,-0.940
1741743557.503,0.329,0.147,-0.939
1741743557.503,0.332,0.146,-0.942
1741743557.565,0.331,0.146,-0.939
1741743557.565,0.330,0.148,-0.939
1741743557.565,0.335,0.150,-0.939
1741743557.609,0.332,0.149,-0.940
1741743557.609,0.332,0.146,-0.938
1741743557.609,0.335,0.147,-0.940
1741743557.672,0.335,0.143,-0.942
1741743557.672,0.332,0.150,-0.940
1741743557.672,0.332,0.143,-0.944
1741743557.729,0.333,0.149,-0.943
1741743557.729,0.333,0.147,-0.938
1741743557.729,0.333,0.142,-0.937
1741743557.789,0.333,0.147,-0.940
1741743557.789,0.333,0.146,-0.942
1741743557.789,0.336,0.144,-0.943
1741743557.834,0.335,0.145,-0.944
1741743557.834,0.334,0.144,-0.941
1741743557.834,0.332,0.140,-0.946
1741743557.895,0.330,0.144,-0.944
1741743557.895,0.332,0.143,-0.942
1741743557.895,0.333,0.149,-0.940
1741743557.955,0.331,0.147,-0.940
1741743557.955,0.335,0.145,-0.941
1741743557.955,0.334,0.147,-0.938
1741743558.015,0.333,0.145,-0.943
1741743558.015,0.332,0.144,-0.943
1741743558.015,0.334,0.150,-0.941
1741743558.073,0.336,0.145,-0.944
1741743558.073,0.335,0.147,-0.941
1741743558.073,0.335,0.145,-0.942
1741743558.119,0.335,0.146,-0.946
1741743558.119,0.335,0.146,-0.943
1741743558.119,0.330,0.147,-0.939
1741743558.180,0.334,0.143,-0.939
1741743558.180,0.333,0.144,-0.940
1741743558.180,0.329,0.143,-0.944
1741743558.240,0.335,0.145,-0.941
1741743558.240,0.331,0.148,-0.939
1741743558.240,0.334,0.147,-0.942
1741743558.298,0.332,0.145,-0.939
1741743558.298,0.332,0.147,-0.941
1741743558.298,0.331,0.146,-0.945
1741743558.345,0.338,0.147,-0.944
1741743558.345,0.331,0.148,-0.943
1741743558.345,0.330,0.143,-0.942
1741743558.404,0.332,0.146,-0.941
1741743558.404,0.333,0.147,-0.944
1741743558.404,0.331,0.144,-0.941
1741743558.481,0.333,0.146,-0.939
1741743558.481,0.331,0.144,-0.941
1741743558.481,0.330,0.141,-0.940
1741743558.527,0.332,0.144,-0.942
1741743558.527,0.334,0.146,-0.944
1741743558.527,0.329,0.147,-0.939
1741743558.569,0.333,0.148,-0.939
1741743558.569,0.333,0.142,-0.942
1741743558.569,0.334,0.146,-0.942
1741743558.630,0.335,0.147,-0.942
1741743558.630,0.333,0.146,-0.938
1741743558.630,0.331,0.144,-0.940
1741743558.690,0.330,0.147,-0.939
1741743558.690,0.331,0.147,-0.942
1741743558.690,0.332,0.147,-0.940
1741743558.752,0.332,0.143,-0.940
1741743558.752,0.332,0.147,-0.945
1741743558.752,0.334,0.148,-0.942
1741743558.799,0.333,0.146,-0.940
1741743558.799,0.329,0.145,-0.942
1741743558.799,0.334,0.147,-0.941
1741743558.854,0.328,0.148,-0.940
1741743558.854,0.332,0.150,-0.937
1741743558.854,0.332,0.148,-0.939
1741743558.914,0.334,0.146,-0.940
1741743558.914,0.333,0.145,-0.936
1741743558.914,0.333,0.146,-0.942
1741743558.976,0.331,0.148,-0.943
1741743558.976,0.335,0.145,-0.944
1741743558.976,0.336,0.146,-0.943
1741743559.023,0.331,0.146,-0.940
1741743559.023,0.334,0.144,-0.941
1741743559.023,0.329,0.145,-0.937
1741743559.081,0.329,0.147,-0.940
1741743559.081,0.332,0.142,-0.942
1741743559.081,0.333,0.145,-0.938
1741743559.139,0.333,0.149,-0.938
1741743559.139,0.333,0.143,-0.943
1741743559.139,0.333,0.146,-0.940
1741743559.200,0.335,0.148,-0.943
1741743559.200,0.327,0.143,-0.941
1741743559.200,0.333,0.142,-0.940
1741743559.244,0.335,0.145,-0.941
1741743559.244,0.332,0.141,-0.939
1741743559.244,0.334,0.144,-0.944
1741743559.320,0.333,0.148,-0.939
1741743559.320,0.334,0.150,-0.943
1741743559.320,0.331,0.145,-0.942
1741743559.364,0.335,0.145,-0.941
1741743559.364,0.333,0.143,-0.944
1741743559.364,0.332,0.153,-0.939
1741743559.424,0.331,0.144,-0.942
1741743559.424,0.334,0.144,-0.948
1741743559.424,0.332,0.149,-0.938
1741743559.484,0.331,0.146,-0.941
1741743559.484,0.336,0.147,-0.940
1741743559.484,0.335,0.144,-0.941
1741743559.529,0.336,0.145,-0.939
1741743559.529,0.330,0.146,-0.937
1741743559.529,0.331,0.148,-0.943
1741743559.593,0.330,0.150,-0.940
1741743559.593,0.334,0.147,-0.939
1741743559.593,0.332,0.146,-0.942
1741743559.650,0.332,0.147,-0.944
1741743559.650,0.332,0.144,-0.938
1741743559.650,0.329,0.147,-0.939
1741743559.709,0.331,0.143,-0.941
1741743559.709,0.331,0.148,-0.943
1741743559.709,0.337,0.145,-0.940
1741743559.754,0.333,0.148,-0.941
1741743559.754,0.331,0.148,-0.938
1741743559.754,0.335,0.144,-0.944
1741743559.814,0.336,0.144,-0.942
1741743559.814,0.331,0.143,-0.944
1741743559.814,0.331,0.148,-0.938
1741743559.876,0.335,0.150,-0.942
1741743559.876,0.335,0.149,-0.942
1741743559.876,0.333,0.146,-0.942
1741743559.923,0.331,0.146,-0.938
1741743559.923,0.331,0.146,-0.943
1741743559.923,0.335,0.146,-0.940
1741743559.980,0.331,0.145,-0.940
1741743559.980,0.333,0.146,-0.945
1741743559.980,0.333,0.147,-0.938
1741743560.040,0.331,0.148,-0.945
1741743560.040,0.333,0.148,-0.941
1741743560.040,0.333,0.145,-0.941
1741743560.099,0.332,0.145,-0.942
1741743560.099,0.332,0.144,-0.941
1741743560.099,0.336,0.144,-0.942
1741743560.159,0.332,0.146,-0.942
1741743560.219,0.331,0.150,-0.940
1741743560.219,0.330,0.145,-0.941
1741743560.219,0.334,0.147,-0.941
1741743560.264,0.332,0.146,-0.939
1741743560.264,0.335,0.144,-0.938
1741743560.264,0.336,0.149,-0.940
1741743560.340,0.335,0.145,-0.940
1741743560.340,0.331,0.146,-0.940
1741743560.340,0.333,0.146,-0.944
1741743560.384,0.331,0.150,-0.938
1741743560.384,0.330,0.147,-0.938
1741743560.384,0.333,0.148,-0.940
1741743560.447,0.331,0.147,-0.940
1741743560.447,0.335,0.146,-0.940
1741743560.447,0.332,0.147,-0.943
1741743560.489,0.331,0.144,-0.942
1741743560.489,0.337,0.148,-0.942
1741743560.489,0.333,0.146,-0.943
1741743560.549,0.331,0.148,-0.942
1741743560.549,0.330,0.145,-0.941
1741743560.549,0.330,0.146,-0.942
1741743560.609,0.330,0.144,-0.939
1741743560.609,0.337,0.144,-0.943
1741743560.609,0.332,0.149,-0.943
1741743560.669,0.329,0.143,-0.941
1741743560.669,0.330,0.146,-0.940
1741743560.669,0.333,0.147,-0.944
1741743560.718,0.334,0.147,-0.941
1741743560.718,0.331,0.145,-0.940
1741743560.718,0.333,0.145,-0.940
1741743560.777,0.332,0.144,-0.944
1741743560.777,0.332,0.144,-0.944
1741743560.777,0.331,0.147,-0.941
1741743560.835,0.334,0.145,-0.942
1741743560.835,0.333,0.145,-0.940
1741743560.835,0.334,0.145,-0.941
1741743560.894,0.332,0.148,-0.941
1741743560.894,0.332,0.144,-0.938
1741743560.894,0.331,0.147,-0.939
1741743560.956,0.332,0.145,-0.938
1741743560.956,0.331,0.147,-0.943
1741743560.956,0.331,0.144,-0.939
1741743561.001,0.333,0.145,-0.943
1741743561.001,0.330,0.144,-0.941
1741743561.001,0.334,0.143,-0.936
1741743561.060,0.332,0.149,-0.938
1741743561.060,0.333,0.149,-0.940
1741743561.060,0.331,0.145,-0.937
1741743561.120,0.334,0.149,-0.937
1741743561.120,0.335,0.144,-0.940
1741743561.120,0.331,0.143,-0.945
1741743561.164,0.329,0.143,-0.934
1741743561.164,0.332,0.143,-0.941
1741743561.164,0.330,0.146,-0.943
1741743561.226,0.336,0.148,-0.943
1741743561.226,0.331,0.145,-0.941
1741743561.226,0.331,0.142,-0.942
1741743561.284,0.333,0.144,-0.940
1741743561.284,0.336,0.148,-0.939
1741743561.284,0.331,0.151,-0.943
1741743561.344,0.332,0.148,-0.943
1741743561.344,0.335,0.147,-0.938
1741743561.344,0.336,0.148,-0.939
1741743561.404,0.329,0.144,-0.943
1741743561.404,0.333,0.149,-0.939
1741743561.404,0.329,0.147,-0.937
1741743561.449,0.334,0.146,-0.944
1741743561.449,0.333,0.145,-0.941
1741743561.449,0.337,0.145,-0.938
1741743561.513,0.333,0.144,-0.941
1741743561.513,0.333,0.145,-0.941
1741743561.513,0.333,0.145,-0.943
1741743561.569,0.331,0.141,-0.939
1741743561.569,0.335,0.145,-0.941
1741743561.569,0.332,0.145,-0.942
1741743561.629,0.335,0.145,-0.939
1741743561.629,0.329,0.147,-0.942
1741743561.629,0.333,0.144,-0.941
1741743561.675,0.333,0.144,-0.942
1741743561.675,0.332,0.144,-0.940
1741743561.675,0.331,0.143,-0.942
1741743561.735,0.330,0.151,-0.939
1741743561.735,0.333,0.149,-0.942
1741743561.735,0.329,0.149,-0.939
1741743561.799,0.329,0.144,-0.944
1741743561.799,0.330,0.146,-0.942
1741743561.799,0.333,0.146,-0.943
1741743561.865,0.331,0.144,-0.939
1741743561.865,0.332,0.144,-0.940
1741743561.865,0.338,0.148,-0.940
1741743561.900,0.331,0.146,-0.942
1741743561.900,0.334,0.148,-0.941
1741743561.900,0.332,0.150,-0.939
1741743561.959,0.334,0.144,-0.941
1741743561.959,0.333,0.141,-0.942
1741743561.959,0.331,0.150,-0.940
1741743562.020,0.335,0.148,-0.947
1741743562.020,0.331,0.148,-0.944
1741743562.020,0.331,0.145,-0.941
1741743562.079,0.332,0.145,-0.942
1741743562.079,0.335,0.146,-0.939
1741743562.079,0.335,0.146,-0.940
1741743562.126,0.336,0.149,-0.940
1741743562.126,0.330,0.150,-0.939
1741743562.126,0.335,0.144,-0.939
1741743562.184,0.332,0.146,-0.941
1741743562.184,0.329,0.150,-0.943
1741743562.184,0.334,0.142,-0.941
1741743562.245,0.335,0.149,-0.943
1741743562.245,0.332,0.146,-0.942
1741743562.245,0.338,0.149,-0.937
1741743562.305,0.334,0.144,-0.941
1741743562.305,0.334,0.148,-0.940
1741743562.305,0.336,0.149,-0.939
1741743562.364,0.336,0.143,-0.946
1741743562.364,0.330,0.149,-0.938
1741743562.364,0.336,0.146,-0.939
1741743562.410,0.335,0.146,-0.942
1741743562.410,0.331,0.148,-0.946
1741743562.410,0.334,0.148,-0.938
1741743562.470,0.329,0.149,-0.943
1741743562.470,0.332,0.143,-0.938
1741743562.470,0.336,0.147,-0.955
1741743562.529,0.331,0.145,-0.945
1741743562.529,0.329,0.145,-0.909
1741743562.529,0.319,0.142,-0.950
1741743562.588,0.321,0.157,-0.949
1741743562.588,0.333,0.157,-0.911
1741743562.588,0.318,0.148,-0.923
1741743562.652,0.345,0.153,-0.951
1741743562.652,0.333,0.148,-0.929
1741743562.652,0.321,0.150,-0.939
1741743562.694,0.340,0.149,-0.942
1741743562.694,0.335,0.144,-0.938
1741743562.694,0.322,0.146,-0.943
1741743562.754,0.328,0.147,-0.943
1741743562.754,0.338,0.146,-0.938
1741743562.754,0.334,0.150,-0.939
1741743562.815,0.333,0.153,-0.945
1741743562.815,0.336,0.151,-0.946
1741743562.815,0.330,0.141,-0.942
1741743562.859,0.331,0.146,-0.938
1741743562.859,0.326,0.146,-0.944
1741743562.859,0.332,0.145,-0.938
1741743562.923,0.330,0.149,-0.931
1741743562.923,0.334,0.148,-0.938
1741743562.923,0.332,0.146,-0.948
1741743562.979,0.335,0.145,-0.939
1741743562.979,0.330,0.149,-0.936
1741743562.979,0.328,0.144,-0.945
1741743563.040,0.331,0.146,-0.941
1741743563.040,0.330,0.151,-0.940
1741743563.040,0.328,0.148,-0.936
1741743563.084,0.335,0.148,-0.941
1741743563.084,0.335,0.146,-0.944
1741743563.084,0.332,0.144,-0.939
1741743563.145,0.329,0.144,-0.937
1741743563.145,0.330,0.146,-0.943
1741743563.145,0.333,0.146,-0.938
1741743563.204,0.333,0.146,-0.943
1741743563.204,0.332,0.151,-0.947
1741743563.204,0.330,0.149,-0.941
1741743563.264,0.327,0.144,-0.936
1741743563.264,0.338,0.146,-0.944
1741743563.264,0.332,0.144,-0.948
1741743563.323,0.331,0.147,-0.942
1741743563.323,0.329,0.148,-0.940
1741743563.323,0.339,0.151,-0.943
1741743563.369,0.334,0.150,-0.939
1741743563.369,0.327,0.147,-0.937
1741743563.369,0.333,0.148,-0.943
1741743563.432,0.335,0.149,-0.942
1741743563.432,0.334,0.149,-0.941
1741743563.432,0.328,0.146,-0.940
1741743563.489,0.331,0.148,-0.941
1741743563.489,0.335,0.146,-0.942
1741743563.489,0.329,0.146,-0.941
1741743563.548,0.333,0.150,-0.941
1741743563.548,0.337,0.147,-0.942
1741743563.548,0.332,0.148,-0.938
1741743563.594,0.334,0.141,-0.936
1741743563.594,0.330,0.149,-0.943
1741743563.594,0.332,0.147,-0.941
1741743563.654,0.331,0.148,-0.943
1741743563.654,0.334,0.149,-0.945
1741743563.654,0.334,0.148,-0.942
1741743563.717,0.335,0.148,-0.940
1741743563.717,0.332,0.152,-0.943
1741743563.717,0.332,0.148,-0.939
1741743563.763,0.334,0.149,-0.947
1741743563.763,0.329,0.148,-0.943
1741743563.763,0.333,0.144,-0.941
1741743563.820,0.337,0.149,-0.942
1741743563.820,0.332,0.146,-0.940
1741743563.820,0.330,0.151,-0.939
1741743563.879,0.334,0.149,-0.941
1741743563.879,0.330,0.143,-0.942
1741743563.879,0.336,0.150,-0.982
1741743563.939,0.323,0.140,-0.934
1741743563.939,0.340,0.143,-0.935
1741743563.939,0.329,0.153,-0.939
1741743564.001,0.333,0.150,-0.938
1741743564.001,0.325,0.143,-0.943
1741743564.001,0.335,0.146,-0.946
1741743564.047,0.333,0.146,-0.942
1741743564.047,0.332,0.145,-0.939
1741743564.047,0.331,0.149,-0.942
1741743564.118,0.329,0.150,-0.940
1741743564.118,0.336,0.147,-0.943
1741743564.118,0.330,0.148,-0.941
1741743564.164,0.334,0.146,-0.942
1741743564.164,0.331,0.144,-0.943
1741743564.164,0.332,0.150,-0.942
1741743564.225,0.332,0.146,-0.942
1741743564.225,0.333,0.145,-0.938
1741743564.225,0.331,0.148,-0.945
1741743564.288,0.329,0.150,-0.939
1741743564.288,0.330,0.145,-0.942
1741743564.288,0.331,0.145,-0.940
1741743564.330,0.334,0.147,-0.944
1741743564.330,0.333,0.149,-0.944
1741743564.330,0.332,0.148,-0.939
1741743564.389,0.334,0.149,-0.940
1741743564.389,0.334,0.149,-0.945
1741743564.389,0.332,0.149,-0.944
1741743564.449,0.337,0.149,-0.942
1741743564.449,0.334,0.146,-0.941
1741743564.449,0.332,0.151,-0.943
1741743564.508,0.330,0.147,-0.941
1741743564.508,0.331,0.143,-0.943
1741743564.508,0.329,0.146,-0.943
1741743564.557,0.331,0.149,-0.940
1741743564.557,0.332,0.145,-0.938
1741743564.557,0.332,0.148,-0.945
1741743564.615,0.329,0.144,-0.940
1741743564.615,0.330,0.144,-0.941
1741743564.615,0.331,0.146,-0.942
1741743564.674,0.330,0.145,-0.941
1741743564.674,0.332,0.149,-0.944
1741743564.674,0.333,0.148,-0.943
1741743564.734,0.333,0.146,-0.940
1741743564.734,0.331,0.150,-0.941
1741743564.734,0.333,0.150,-0.944
1741743564.779,0.334,0.148,-0.943
1741743564.779,0.334,0.147,-0.941
1741743564.779,0.332,0.146,-0.937
1741743564.842,0.329,0.147,-0.940
1741743564.842,0.334,0.148,-0.945
1741743564.842,0.333,0.146,-0.942
1741743564.899,0.335,0.149,-0.939
1741743564.899,0.333,0.146,-0.941
1741743564.899,0.331,0.146,-0.942
1741743564.959,0.333,0.144,-0.946
1741743564.959,0.330,0.144,-0.941
1741743564.959,0.332,0.151,-0.939
1741743565.004,0.330,0.145,-0.942
1741743565.004,0.332,0.144,-0.939
1741743565.004,0.330,0.145,-0.938
1741743565.065,0.330,0.150,-0.942
1741743565.065,0.329,0.145,-0.939
1741743565.065,0.322,0.139,-0.948
1741743565.141,0.330,0.152,-0.952
1741743565.141,0.330,0.151,-0.931
1741743565.141,0.333,0.148,-0.943
1741743565.183,0.327,0.143,-0.934
1741743565.231,0.341,0.154,-0.938
1741743565.231,0.333,0.141,-0.945
1741743565.231,0.329,0.147,-0.937
1741743565.289,0.366,0.146,-1.019
1741743565.289,0.324,0.156,-0.957
1741743565.289,0.326,0.147,-0.942
1741743565.350,0.341,0.147,-0.935
1741743565.350,0.330,0.142,-0.943
1741743565.350,0.330,0.146,-0.943
1741743565.409,0.340,0.150,-0.937
1741743565.409,0.331,0.152,-0.937
1741743565.409,0.332,0.145,-0.944
1741743565.453,0.331,0.149,-0.940
1741743565.453,0.334,0.154,-0.938
1741743565.453,0.331,0.147,-0.937
1741743565.514,0.331,0.148,-0.939
1741743565.514,0.327,0.149,-0.942
1741743565.514,0.331,0.150,-0.943
1741743565.574,0.329,0.149,-0.943
1741743565.574,0.330,0.148,-0.943
1741743565.574,0.334,0.148,-0.943
1741743565.637,0.330,0.144,-0.944
1741743565.637,0.334,0.145,-0.941
1741743565.637,0.335,0.146,-0.944
1741743565.693,0.330,0.149,-0.940
1741743565.693,0.335,0.146,-0.939
1741743565.693,0.336,0.151,-0.939
1741743565.739,0.335,0.145,-0.940
1741743565.739,0.334,0.148,-0.940
1741743565.739,0.328,0.148,-0.945
1741743565.799,0.336,0.148,-0.942
1741743565.799,0.334,0.146,-0.940
1741743565.799,0.332,0.145,-0.942
1741743565.859,0.333,0.149,-0.939
1741743565.859,0.335,0.149,-0.938
1741743565.859,0.333,0.149,-0.945
1741743565.922,0.330,0.146,-0.940
1741743565.922,0.331,0.146,-0.939
1741743565.922,0.329,0.149,-0.939
1741743565.967,0.333,0.148,-0.942
1741743565.967,0.334,0.149,-0.942
1741743565.967,0.335,0.147,-0.938
1741743566.039,0.332,0.150,-0.944
1741743566.039,0.332,0.146,-0.946
1741743566.039,0.332,0.148,-0.941
1741743566.084,0.333,0.146,-0.942
1741743566.084,0.334,0.145,-0.942
1741743566.084,0.330,0.147,-0.942
1741743566.144,0.332,0.147,-0.946
1741743566.144,0.332,0.145,-0.940
1741743566.144,0.332,0.149,-0.942
1741743566.205,0.334,0.148,-0.942
1741743566.205,0.331,0.148,-0.943
1741743566.205,0.334,0.148,-0.945
1741743566.251,0.330,0.147,-0.938
1741743566.251,0.332,0.147,-0.939
1741743566.251,0.335,0.146,-0.942
1741743566.310,0.332,0.150,-0.945
1741743566.310,0.330,0.145,-0.942
1741743566.310,0.334,0.150,-0.940
1741743566.369,0.334,0.147,-0.941
1741743566.369,0.333,0.143,-0.941
1741743566.369,0.333,0.148,-0.939
1741743566.428,0.335,0.150,-0.940
1741743566.428,0.332,0.147,-0.941
1741743566.428,0.331,0.149,-0.940
1741743566.477,0.329,0.145,-0.942
1741743566.477,0.331,0.148,-0.942
1741743566.477,0.328,0.148,-0.942
1741743566.534,0.332,0.146,-0.940
1741743566.534,0.330,0.150,-0.942
1741743566.534,0.333,0.150,-0.940
1741743566.594,0.330,0.144,-0.940
1741743566.594,0.333,0.144,-0.943
1741743566.594,0.333,0.146,-0.942
1741743566.654,0.329,0.144,-0.939
1741743566.654,0.332,0.143,-0.940
1741743566.654,0.329,0.148,-0.939
1741743566.699,0.331,0.146,-0.943
1741743566.699,0.333,0.149,-0.940
1741743566.699,0.333,0.147,-0.942
1741743566.762,0.332,0.146,-0.940
1741743566.762,0.330,0.150,-0.940
1741743566.762,0.331,0.148,-0.947
1741743566.820,0.332,0.145,-0.940
1741743566.820,0.331,0.147,-0.944
1741743566.820,0.337,0.152,-0.941
1741743566.879,0.332,0.148,-0.940
1741743566.879,0.331,0.146,-0.938
1741743566.879,0.336,0.149,-0.942
1741743566.925,0.327,0.148,-0.940
1741743566.925,0.335,0.147,-0.941
1741743566.925,0.333,0.146,-0.941
1741743566.985,0.335,0.145,-0.941
1741743566.985,0.332,0.151,-0.939
1741743566.985,0.331,0.143,-0.940
1741743567.059,0.329,0.149,-0.938
1741743567.059,0.329,0.150,-0.938
1741743567.059,0.332,0.146,-0.942
1741743567.103,0.330,0.148,-0.942
1741743567.103,0.331,0.145,-0.941
1741743567.103,0.331,0.151,-0.941
1741743567.149,0.330,0.146,-0.941
1741743567.149,0.333,0.148,-0.939
